emp_number,surname,user_name,gender,city,job_title,department_name,store_location,division,age,lengthservice,absenthours,business_unit
1776,Jones,John,M,Vancouver,Customer Service Manager,Customer Service,Vancouver,Stores,39,8,40.85,Stores
1777,Ross,Ruth,F,Penticton,Meat Cutter,Meats,Kelowna,Stores,27,7,0.00,Stores
1778,Rosen,Alison,F,Campbell River,Dairy Person,Dairy,Nanaimo,Stores,54,5,124.33,Stores
1779,Roe,Mary,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,33,5,16.70,Stores
1780,Ford,Carol,F,Vancouver,Store Manager,Store Management,Vancouver,Stores,44,8,52.96,Stores
1781,Oquinn,Geneva,F,Vancouver,Meats Manager,Meats,Vancouver,Stores,44,3,79.97,Stores
1782,Martin,Todd,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,53,3,104.80,Stores
1783,Alpert,Carol,F,Victoria,Meat Cutter,Meats,Victoria,Stores,30,4,0.00,Stores
1784,Goodrich,Heriberto,M,Victoria,Meat Cutter,Meats,Victoria,Stores,52,5,61.69,Stores
1785,Ervin,Dallas,M,Penticton,Dairy Person,Dairy,Kelowna,Stores,39,4,35.59,Stores
1786,Dahl,Eva,F,Gibsons,Produce Manager,Produce,West Vancouver,Stores,52,6,133.64,Stores
1787,Madison,Pamela,F,Vancouver,Produce Manager,Produce,Vancouver,Stores,39,2,61.12,Stores
1788,Johnson,Danielle,F,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,33,2,1.88,Stores
1789,Quimby,Louise,F,Victoria,Meat Cutter,Meats,Victoria,Stores,31,4,0.00,Stores
1790,Swindler,Deborah,F,Campbell River,Meat Cutter,Meats,Nanaimo,Stores,33,5,33.32,Stores
1791,Zepeda,Chris,M,Terrace,Meat Cutter,Meats,Terrace,Stores,37,6,102.05,Stores
1792,Rivera,Dorothy,F,Victoria,Meat Cutter,Meats,Victoria,Stores,22,4,0.00,Stores
1793,Forrest,John,M,Aldergrove,Produce Manager,Produce,Aldergrove,Stores,43,5,48.22,Stores
1794,Rowe,Salvador,M,Britannia Beach,Customer Service Manager,Customer Service,Squamish,Stores,40,5,0.00,Stores
1795,Chavez,Lana,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,29,3,22.40,Stores
1796,Rollins,Ezra,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,38,5,84.59,Stores
1797,Carpenter,Herbert,M,Victoria,Dairy Person,Dairy,Victoria,Stores,44,6,62.34,Stores
1798,Sieg,Jerry,M,Vancouver,Processed Foods Manager,Processed Foods,Vancouver,Stores,47,5,98.20,Stores
1799,Rhodes,Brian,M,Vancouver,Customer Service Manager,Customer Service,Vancouver,Stores,45,4,25.05,Stores
1800,Matthews,Deborah,F,Burns Lake,Meat Cutter,Meats,Prince George,Stores,34,4,11.92,Stores
1801,Ross,Donna,F,North Vancouver,Meats Manager,Meats,North Vancouver,Stores,48,2,65.33,Stores
1802,Moffit,Claire,F,Surrey,Processed Foods Manager,Processed Foods,Surrey,Stores,37,6,38.80,Stores
1803,Chitty,Connie,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,42,6,37.86,Stores
1804,Lane,Sharon,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,39,1,51.07,Stores
1805,Esposito,Beverly,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,48,6,99.93,Stores
1806,Hodson,Nellie,F,Surrey,Customer Service Manager,Customer Service,Surrey,Stores,53,4,133.55,Stores
1807,Solomon,Marjorie,F,Forest Grove,Meat Cutter,Meats,Kamloops,Stores,30,6,0.00,Stores
1808,Harrington,Roberta,F,Campbell River,Meat Cutter,Meats,Nanaimo,Stores,30,2,0.00,Stores
1809,Bumgarner,Kathryn,F,White Rock,Dairy Person,Dairy,White Rock,Stores,49,3,67.12,Stores
1810,Collins,Muriel,F,Penticton,Meat Cutter,Meats,Kelowna,Stores,26,6,12.17,Stores
1811,Turner,Julio,M,Terrace,Meat Cutter,Meats,Terrace,Stores,44,4,74.33,Stores
1812,Jones,Suzanne,F,Whistler,Meat Cutter,Meats,Squamish,Stores,34,3,47.58,Stores
1813,Fannin,John,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,24,6,0.00,Stores
1814,Young,Jean,F,Surrey,Meat Cutter,Meats,Surrey,Stores,49,2,87.36,Stores
1815,Smith,Stanley,M,Kamloops,Meat Cutter,Meats,Kamloops,Stores,20,4,0.00,Stores
1816,Rivers,Brian,M,Rutland,Meat Cutter,Meats,Kelowna,Stores,38,3,36.16,Stores
1817,Ingraham,Douglas,M,Abbotsford,Produce Manager,Produce,Abbotsford,Stores,26,3,0.00,Stores
1818,Hottinger,Michael,M,Vernon,Meat Cutter,Meats,Vernon,Stores,65,4,146.85,Stores
1819,Lund,Gina,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,41,3,44.71,Stores
1820,Andrews,Betty,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,32,2,0.00,Stores
1821,Halterman,Scott,M,Whistler,Meat Cutter,Meats,Squamish,Stores,55,5,60.46,Stores
1822,Fryman,Ernest,M,Cranbrook,Dairy Person,Dairy,Cranbrook,Stores,56,7,78.39,Stores
1823,Chandler,Christopher,M,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,42,4,26.49,Stores
1824,Lile,Jess,M,Victoria,Dairy Person,Dairy,Victoria,Stores,41,6,6.94,Stores
1825,Cabrales,Jerri,F,Creston,Meat Cutter,Meats,Cranbrook,Stores,44,3,77.80,Stores
1826,Alaniz,Ian,M,Penticton,Meat Cutter,Meats,Kelowna,Stores,50,2,75.56,Stores
1827,Dunkley,Yvette,F,Langley,Meats Manager,Meats,Langley,Stores,37,4,0.00,Stores
1828,McKinney,James,M,Fort Nelson,Store Manager,Store Management,Fort Nelson,Stores,42,6,42.30,Stores
1829,Dickerson,Francis,M,Burnaby,Processed Foods Manager,Processed Foods,Burnaby,Stores,51,3,50.96,Stores
1830,Brindley,Roger,M,Port Alberni,Meat Cutter,Meats,Nanaimo,Stores,50,5,114.89,Stores
1831,Singleton,Ricky,M,Rutland,Meat Cutter,Meats,Kelowna,Stores,52,3,79.89,Stores
1832,Rich,Betty,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,43,6,13.03,Stores
1833,Jarrell,Patricia,F,Quesnel,Dairy Person,Dairy,Quesnel,Stores,53,2,137.03,Stores
1834,Daley,Jeff,M,Chilliwack,Meats Manager,Meats,Chilliwack,Stores,51,4,83.35,Stores
1835,Peterson,William,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,25,4,0.00,Stores
1836,Gonzales,Felipe,M,Victoria,Meat Cutter,Meats,Victoria,Stores,43,4,44.55,Stores
1837,Phillips,Gloria,F,Montney,Dairy Person,Dairy,Fort St John,Stores,24,4,0.00,Stores
1838,Novotny,Blake,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,42,5,67.60,Stores
1839,Huber,Kemberly,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,40,4,59.88,Stores
1840,Meighan,Joseph,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,43,3,35.95,Stores
1841,Bass,Susan,F,Merritt,Meat Cutter,Meats,Kamloops,Stores,44,4,37.67,Stores
1842,Crayton,Donald,M,Jaffray,Dairy Person,Dairy,Cranbrook,Stores,46,5,61.17,Stores
1843,Brown,Charles,M,Aldergrove,Bakery Manager,Bakery,Aldergrove,Stores,52,7,116.16,Stores
1844,Craft,Alice,F,Sparwood,Meat Cutter,Meats,Cranbrook,Stores,42,8,109.00,Stores
1845,Williams,Ronald,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,33,5,0.00,Stores
1846,Gebhart,Carlos,M,Victoria,Meat Cutter,Meats,Victoria,Stores,35,5,9.40,Stores
1847,Nakagawa,Allison,F,Langley,Dairy Person,Dairy,Langley,Stores,30,3,0.00,Stores
1848,Hicks,Daniel,M,Whistler,Meat Cutter,Meats,Squamish,Stores,46,4,80.95,Stores
1849,Hanson,Sherry,F,Squamish,Meat Cutter,Meats,Squamish,Stores,39,6,80.00,Stores
1850,Taylor,Stanley,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,40,5,14.29,Stores
1851,Banks,Dean,M,Surrey,Meat Cutter,Meats,Surrey,Stores,53,6,117.85,Stores
1852,Britt,Jeffrey,M,Burnaby,Customer Service Manager,Customer Service,Burnaby,Stores,38,6,13.51,Stores
1853,Lynn,Dorothy,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,39,5,61.28,Stores
1854,Toth,Florence,F,Langley,Dairy Person,Dairy,Langley,Stores,47,4,78.09,Stores
1855,Conner,Donna,F,Victoria,Meat Cutter,Meats,Victoria,Stores,48,4,92.21,Stores
1856,Carter,Rhonda,F,Jaffray,Meat Cutter,Meats,Cranbrook,Stores,55,3,142.78,Stores
1857,Clarke,Esther,F,Port Mellon,Dairy Person,Dairy,West Vancouver,Stores,48,7,86.31,Stores
1858,Henderson,Marcus,M,Comox,Meat Cutter,Meats,Nanaimo,Stores,50,6,62.79,Stores
1859,Shick,Donald,M,White Rock,Store Manager,Store Management,White Rock,Stores,51,5,81.59,Stores
1860,Kirkpatrick,Fred,M,Cranbrook,Meat Cutter,Meats,Cranbrook,Stores,59,4,115.09,Stores
1861,Delariva,Latesha,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,56,7,143.06,Stores
1862,Morrissey,Sandra,F,Surrey,Meat Cutter,Meats,Surrey,Stores,54,5,117.24,Stores
1863,Bailey,Tommy,M,Courtenay,Dairy Person,Dairy,Nanaimo,Stores,44,3,47.74,Stores
1864,Ayala,Betty,F,Cranbrook,Meat Cutter,Meats,Cranbrook,Stores,42,5,44.66,Stores
1865,Dixon,Wendell,M,Victoria,Meat Cutter,Meats,Victoria,Stores,37,4,35.50,Stores
1866,Ryan,David,M,Squamish,Meat Cutter,Meats,Squamish,Stores,57,4,92.13,Stores
1867,Dozier,Karissa,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,33,4,10.30,Stores
1868,Kearns,John,M,Crawford Bay,Meat Cutter,Meats,Cranbrook,Stores,37,5,0.00,Stores
1869,McLeod,Peter,M,Richmond,Bakery Manager,Bakery,Richmond,Stores,35,6,17.53,Stores
1870,Brown,Edward,M,Kamloops,Meat Cutter,Meats,Kamloops,Stores,40,6,27.20,Stores
1871,Rivas,Sarah,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,47,4,106.59,Stores
1872,Gonzales,Martin,M,Surrey,Dairy Person,Dairy,Surrey,Stores,26,2,0.00,Stores
1873,Lachapelle,Barbara,F,Chilliwack,Produce Manager,Produce,Chilliwack,Stores,36,3,47.00,Stores
1874,Coburn,Margaretta,F,Sardis,Dairy Person,Dairy,Chilliwack,Stores,50,5,84.64,Stores
1875,Pruett,Mary,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,39,4,47.58,Stores
1876,Kincer,Marti,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,42,4,87.60,Stores
1877,Stephens,Marjorie,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,31,3,0.00,Stores
1878,Lucas,Ruth,F,Terrace,Meat Cutter,Meats,Terrace,Stores,32,6,0.00,Stores
1879,Inman,Santos,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,32,4,3.15,Stores
1880,Aron,Geraldine,F,Surrey,Meat Cutter,Meats,Surrey,Stores,58,7,134.89,Stores
1881,Karam,Beverly,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,27,5,17.58,Stores
1882,Berg,Roxanne,F,Vernon,Meat Cutter,Meats,Vernon,Stores,44,5,74.71,Stores
1883,Trahan,Justin,M,Wells,Meat Cutter,Meats,Kamloops,Stores,47,8,86.73,Stores
1884,Hutson,Miguel,M,Port Edward,Meat Cutter,Meats,Terrace,Stores,45,4,61.77,Stores
1885,Hampton,Lois,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,29,5,0.00,Stores
1886,Salcido,Bryan,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,39,4,37.16,Stores
1887,Drayton,Arlen,M,White Rock,Dairy Person,Dairy,White Rock,Stores,50,4,74.20,Stores
1888,Greer,Kathleen,F,Prince George,Meat Cutter,Meats,Prince George,Stores,43,5,40.16,Stores
1889,Rodriguez,Dennis,M,Dease Lake,Baker,Bakery,Dease Lake,Stores,40,2,107.32,Stores
1890,Shepherd,Alvina,F,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,23,5,0.00,Stores
1891,Sanders,Miles,M,Prince George,Dairy Person,Dairy,Prince George,Stores,34,4,49.21,Stores
1892,Bates,Chad,M,Prince George,Meat Cutter,Meats,Prince George,Stores,53,5,123.91,Stores
1893,Roberson,Arthur,M,Burns Lake,Dairy Person,Dairy,Prince George,Stores,68,4,171.85,Stores
1894,Everhart,Tu,F,White Rock,Meat Cutter,Meats,White Rock,Stores,60,3,164.48,Stores
1895,Prinz,Christine,F,Burnaby,Meat Cutter,Meats,Burnaby,Stores,39,3,42.99,Stores
1896,Gonzales,Leslie,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,57,5,145.33,Stores
1897,Wood,Mildred,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,61,6,157.09,Stores
1898,Blade,George,M,Abbotsford,Bakery Manager,Bakery,Abbotsford,Stores,46,4,36.04,Stores
1899,George,Ruth,F,Mcleese Lake,Produce Manager,Produce,Williams Lake,Stores,25,7,0.00,Stores
1900,Morin,Rachelle,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,40,3,51.77,Stores
1901,Aguiar,Jamie,F,Giscome,Meat Cutter,Meats,Prince George,Stores,50,5,116.31,Stores
1902,Sanders,Joi,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,47,3,98.52,Stores
1903,Pruitt,Cheryl,F,Surrey,Dairy Person,Dairy,Surrey,Stores,47,4,102.27,Stores
1904,McBroom,Ronnie,M,Surrey,Meat Cutter,Meats,Surrey,Stores,50,4,60.95,Stores
1905,Anderson,Tommie,F,Vallican,Meat Cutter,Meats,Trail,Stores,40,4,72.54,Stores
1906,Wilson,Marcia,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,46,7,91.65,Stores
1907,Valentino,Milton,M,Surrey,Meat Cutter,Meats,Surrey,Stores,31,6,19.80,Stores
1908,Lenox,Joseph,M,Flatrock,Processed Foods Manager,Processed Foods,Fort St John,Stores,62,5,173.72,Stores
1909,Riddle,Edward,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,46,7,68.54,Stores
1910,Romeo,Ann,F,Port Coquitlam,Bakery Manager,Bakery,Port Coquitlam,Stores,35,5,0.00,Stores
1911,Brown,Alexander,M,Abbotsford,Dairy Person,Dairy,Abbotsford,Stores,48,3,89.61,Stores
1912,White,Hazel,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,55,5,148.49,Stores
1913,Tomlinson,Chelsea,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,43,5,74.38,Stores
1914,Bracken,Debra,F,Invermere,Meat Cutter,Meats,Cranbrook,Stores,36,5,58.44,Stores
1915,Schwartz,Christine,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,35,6,3.98,Stores
1916,Boyes,Debbie,F,Surrey,Meat Cutter,Meats,Surrey,Stores,46,4,99.62,Stores
1917,Lindley,Kenneth,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,40,5,56.37,Stores
1918,Burns,Barbara,F,Victoria,Dairy Person,Dairy,Victoria,Stores,55,7,134.43,Stores
1919,Marro,Robert,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,54,8,117.36,Stores
1920,Garner,Angela,F,Dawson Creek,Produce Clerk,Produce,Dawson Creek,Stores,33,5,38.11,Stores
1921,Hester,Sally,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,45,5,37.41,Stores
1922,Davis,Mary,F,Slocan,Meat Cutter,Meats,Trail,Stores,58,3,195.61,Stores
1923,Roberts,William,M,Aldergrove,Dairy Person,Dairy,Aldergrove,Stores,36,4,50.08,Stores
1924,Bivona,Juan,M,Fort Langley,Produce Manager,Produce,Langley,Stores,45,4,59.87,Stores
1925,Moore,Lieselotte,F,West Vancouver,Dairy Person,Dairy,West Vancouver,Stores,32,2,0.00,Stores
1926,Kavanaugh,Jessica,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,29,4,34.66,Stores
1927,Mansfield,Lane,F,Bella Bella,Meat Cutter,Meats,Bella Bella,Stores,37,3,57.41,Stores
1928,Orr,Alan,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,30,1,14.56,Stores
1929,Burchard,Michael,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,37,4,38.50,Stores
1930,Oliver,Jaime,M,Victoria,Dairy Person,Dairy,Victoria,Stores,32,3,0.00,Stores
1931,Shin,Michael,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,45,5,52.28,Stores
1932,Henderson,Pauline,F,Lumby,Meat Cutter,Meats,Vernon,Stores,53,5,93.93,Stores
1933,Vasquez,Sheila,F,Granisle,Dairy Person,Dairy,Terrace,Stores,63,4,141.91,Stores
1934,Wingfield,Stephen,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,27,6,0.00,Stores
1935,Bible,Michael,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,24,3,0.00,Stores
1936,Bennett,Shirley,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,57,5,145.54,Stores
1937,Rowsey,Edna,F,Tofino,Meat Cutter,Meats,Nanaimo,Stores,29,6,20.52,Stores
1938,Kendall,Joanne,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,30,3,0.00,Stores
1939,Doggett,Abraham,M,Langley,Dairy Person,Dairy,Langley,Stores,44,6,13.94,Stores
1940,Jenkins,Janet,F,Victoria,Dairy Person,Dairy,Victoria,Stores,26,5,0.00,Stores
1941,King,Thomas,M,Port Coquitlam,Dairy Person,Dairy,Port Coquitlam,Stores,70,3,166.54,Stores
1942,Griggs,Debra,F,West Vancouver,Bakery Manager,Bakery,West Vancouver,Stores,57,7,178.27,Stores
1943,Greenblatt,Aaron,M,New Westminister,Store Manager,Store Management,New Westminister,Stores,34,5,0.00,Stores
1944,Perkins,Leslie,M,Victoria,Meat Cutter,Meats,Victoria,Stores,48,4,122.38,Stores
1945,Mason,Frances,F,Surrey,Meat Cutter,Meats,Surrey,Stores,16,3,0.00,Stores
1946,Kistler,Daniel,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,33,6,0.02,Stores
1947,Blanton,Jorge,M,Ucluelet,Dairy Person,Dairy,Nanaimo,Stores,48,5,30.24,Stores
1948,Baumgardner,Harry,M,Merritt,Meat Cutter,Meats,Kamloops,Stores,31,3,57.25,Stores
1949,Gephart,Alexander,M,Richmond,Dairy Person,Dairy,Richmond,Stores,43,4,54.07,Stores
1950,Walker,Hortensia,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,34,1,42.25,Stores
1951,Page,Travis,M,Kelowna,Meat Cutter,Meats,Kelowna,Stores,34,6,32.76,Stores
1952,Crews,Tara,F,Duncan,Dairy Person,Dairy,Quesnel,Stores,58,7,140.37,Stores
1953,Hubbard,Gladys,F,Surrey,Meat Cutter,Meats,Surrey,Stores,35,4,45.13,Stores
1954,Johnson,Regina,F,Prince George,Meat Cutter,Meats,Prince George,Stores,36,4,50.03,Stores
1955,Sakai,John,M,Victoria,Meat Cutter,Meats,Victoria,Stores,52,5,70.42,Stores
1956,Mitchell,Elijah,M,Victoria,Meat Cutter,Meats,Victoria,Stores,44,2,107.02,Stores
1957,Aleman,Aisha,F,Fraser Lake,Dairy Person,Dairy,Prince George,Stores,51,5,104.56,Stores
1958,Richardson,Janie,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,53,3,125.44,Stores
1959,Lange,Lynn,F,Powell River,Meat Cutter,Meats,Nanaimo,Stores,29,5,13.23,Stores
1960,Pickle,Angela,F,Penticton,Meat Cutter,Meats,Kelowna,Stores,53,5,106.10,Stores
1961,Goodlett,Clifford,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,56,5,119.56,Stores
1962,Broaddus,John,M,Kaslo,Meat Cutter,Meats,Cranbrook,Stores,31,2,14.77,Stores
1963,Finnell,Thomas,M,Agassiz,Bakery Manager,Bakery,Chilliwack,Stores,30,3,0.00,Stores
1964,Davis,Bill,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,52,2,70.69,Stores
1965,Owens,Logan,M,North Vancouver,Produce Manager,Produce,North Vancouver,Stores,48,8,38.70,Stores
1966,Turley,Warren,M,Vernon,Meat Cutter,Meats,Vernon,Stores,44,3,20.09,Stores
1967,Heath,Patricia,F,Cobble Hill,Dairy Person,Dairy,Victoria,Stores,32,4,0.00,Stores
1968,Hunt,Scott,M,Prince George,Dairy Person,Dairy,Prince George,Stores,59,4,158.05,Stores
1969,Rust,Jamie,F,Blue River,Cashier,Customer Service,Blue River,Stores,51,4,121.14,Stores
1970,Copeland,Diana,F,Surrey,Meat Cutter,Meats,Surrey,Stores,41,2,46.21,Stores
1971,Carpenter,Dorothy,F,Port Alberni,Meat Cutter,Meats,Nanaimo,Stores,28,4,0.00,Stores
1972,Griffith,Lois,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,38,4,29.06,Stores
1973,Maupin,Charles,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,44,3,95.70,Stores
1974,Martinez,Angel,F,Fort Fraser,Dairy Person,Dairy,Prince George,Stores,39,5,71.63,Stores
1975,Cook,Judith,F,Fort Langley,Bakery Manager,Bakery,Langley,Stores,36,3,33.71,Stores
1976,Brown,Danae,F,Campbell River,Dairy Person,Dairy,Nanaimo,Stores,60,7,155.71,Stores
1977,Price,Pete,M,Penticton,Meat Cutter,Meats,Kelowna,Stores,30,2,0.00,Stores
1978,Aldridge,Arlene,F,Abbotsford,Processed Foods Manager,Processed Foods,Abbotsford,Stores,31,4,27.08,Stores
1979,Buck,Eldridge,M,Whistler,Meat Cutter,Meats,Squamish,Stores,20,6,0.00,Stores
1980,Tyson,Breann,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,40,4,44.68,Stores
1981,Colon,Anthony,M,Surrey,Meat Cutter,Meats,Surrey,Stores,51,6,107.23,Stores
1982,Wade,Sarah,F,Victoria,Dairy Person,Dairy,Victoria,Stores,62,7,198.54,Stores
1983,Carver,Larry,M,Osoyoos,Meat Cutter,Meats,Kelowna,Stores,46,4,91.11,Stores
1984,Magee,Nancy,F,Genelle,Dairy Person,Dairy,Trail,Stores,52,4,105.83,Stores
1985,Lopez,Anna,F,Victoria,Meat Cutter,Meats,Victoria,Stores,53,5,151.81,Stores
1986,William,Angel,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,42,7,18.70,Stores
1987,Jones,Raymond,M,Yarrow,Dairy Person,Dairy,Chilliwack,Stores,43,4,49.25,Stores
1988,Gonsalves,Heather,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,37,4,37.87,Stores
1989,Hamlin,Raymond,M,Lakeview Heights,Meat Cutter,Meats,Kelowna,Stores,54,6,124.78,Stores
1990,Madigan,Donald,M,Penticton,Meat Cutter,Meats,Kelowna,Stores,31,6,74.17,Stores
1991,Cerna,Leonard,M,Vernon,Meat Cutter,Meats,Vernon,Stores,27,4,0.00,Stores
1992,Lockett,Tim,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,42,6,21.36,Stores
1993,Staton,Simon,M,Langley,Dairy Person,Dairy,Langley,Stores,51,6,125.63,Stores
1994,Hollis,David,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,44,4,65.65,Stores
1995,Perkins,Anthony,M,Burnaby,Meat Cutter,Meats,Burnaby,Stores,41,4,13.60,Stores
1996,Shelton,Ronald,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,35,4,28.87,Stores
1997,Yates,Bryant,M,Richmond,Dairy Person,Dairy,Richmond,Stores,48,4,62.66,Stores
1998,Taylor,Stefanie,F,Burnaby,Meat Cutter,Meats,Burnaby,Stores,35,3,22.04,Stores
1999,Anderson,Daniel,M,Topley,Dairy Person,Dairy,Prince George,Stores,38,7,27.51,Stores
2000,Piercy,Benjamin,M,Chilliwack,Dairy Person,Dairy,Chilliwack,Stores,31,8,0.00,Stores
2001,Lovelace,Robert,M,Coquitlam,Dairy Person,Dairy,Nanaimo,Stores,36,5,31.31,Stores
2002,Kimball,Shena,F,Fort Nelson,Meats Manager,Meats,Fort Nelson,Stores,57,4,130.33,Stores
2003,Chitwood,Jose,M,Langley,Processed Foods Manager,Processed Foods,Langley,Stores,47,5,118.83,Stores
2004,Walker,Katherine,F,Duncan,Customer Service Manager,Customer Service,Quesnel,Stores,43,6,63.33,Stores
2005,Frank,Susan,F,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,49,6,107.37,Stores
2006,Howard,Virginia,F,Victoria,Dairy Person,Dairy,Victoria,Stores,40,5,67.49,Stores
2007,Herrera,James,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,49,7,94.10,Stores
2008,Jones,Kira,F,Burnaby,Meat Cutter,Meats,Burnaby,Stores,45,6,81.16,Stores
2009,Combs,Henry,M,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,39,6,22.20,Stores
2010,Brown,Joseph,M,Campbell River,Meat Cutter,Meats,Nanaimo,Stores,44,4,100.02,Stores
2011,Graham,Phyllis,F,Victoria,Meat Cutter,Meats,Victoria,Stores,42,3,52.51,Stores
2012,Ervin,Donald,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,44,5,45.09,Stores
2013,Bennett,Virgil,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,49,3,36.88,Stores
2014,Nichols,Paul,M,Kamloops,Meat Cutter,Meats,Kamloops,Stores,40,4,24.62,Stores
2015,Johnson,Joyce,F,Vernon,Meat Cutter,Meats,Vernon,Stores,34,3,62.91,Stores
2016,Martin,William,M,Abbotsford,Customer Service Manager,Customer Service,Abbotsford,Stores,32,2,0.00,Stores
2017,Ness,Lionel,M,Westbank,Meat Cutter,Meats,Kelowna,Stores,35,5,23.32,Stores
2018,Matson,Marie,F,Comox,Meat Cutter,Meats,Nanaimo,Stores,57,4,164.53,Stores
2019,Carrier,Frank,M,Port Coquitlam,Meat Cutter,Meats,Port Coquitlam,Stores,42,1,31.35,Stores
2020,Tardif,Edward,M,Vernon,Meat Cutter,Meats,Vernon,Stores,34,3,2.27,Stores
2021,Ricks,Yolanda,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,39,6,73.57,Stores
2022,Vickery,Michelle,F,Burnaby,Meat Cutter,Meats,Burnaby,Stores,42,5,61.21,Stores
2023,Johnson,Jennifer,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,38,5,40.12,Stores
2024,Young,Pablo,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,36,5,49.21,Stores
2025,Gragg,Jose,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,58,5,100.85,Stores
2026,Walker,Gary,M,Hansard,Dairy Person,Dairy,Prince George,Stores,61,5,157.18,Stores
2027,Brown,Walter,M,Campbell River,Meat Cutter,Meats,Nanaimo,Stores,48,5,95.36,Stores
2028,Barile,Mira,F,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,42,3,51.44,Stores
2029,Gilbert,Heather,F,Langley,Dairy Person,Dairy,Langley,Stores,40,3,64.56,Stores
2030,Putnam,Cynthia,F,Kitwanga,Meat Cutter,Meats,Terrace,Stores,30,6,9.28,Stores
2031,Koch,Elias,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,49,4,71.05,Stores
2032,Robertson,Simon,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,50,5,72.31,Stores
